vehicle_id,cycle_count,avg_depth_of_discharge,avg_operating_temp_c,soh_percent
VEH-1025,304,0.75,23.8,95.75
VEH-1025,323,0.75,23.8,95.59
VEH-1025,342,0.75,23.8,95.45
VEH-1025,361,0.75,23.8,94.61
VEH-1025,380,0.75,23.8,94.31
VEH-1025,399,0.75,23.8,94.78
VEH-1025,418,0.75,23.8,93.97
VEH-1025,437,0.75,23.8,93.34
VEH-1025,456,0.75,23.8,93.71
VEH-1025,475,0.75,23.8,93.44
VEH-1025,494,0.75,23.8,92.45
VEH-1025,513,0.75,23.8,92.79
VEH-1025,532,0.75,23.8,92.68
VEH-1025,551,0.75,23.8,92.27
VEH-1025,570,0.75,23.8,92.07
VEH-1025,589,0.75,23.8,91.08
VEH-1025,608,0.75,23.8,91.4
VEH-1025,627,0.75,23.8,90.89
VEH-1025,646,0.75,23.8,90.54
VEH-1025,665,0.75,23.8,90.73
VEH-1025,684,0.75,23.8,90.65
VEH-1025,703,0.75,23.8,90.47
VEH-1025,722,0.75,23.8,90.02
VEH-1025,741,0.75,23.8,89.23
VEH-1025,760,0.75,23.8,89.1
VEH-1025,779,0.75,23.8,88.96
VEH-1025,798,0.75,23.8,88.44
VEH-1025,817,0.75,23.8,88.16
VEH-1025,836,0.75,23.8,88.11
VEH-1025,855,0.75,23.8,87.51
VEH-1025,874,0.75,23.8,86.98
VEH-1025,893,0.75,23.8,86.8
VEH-1025,912,0.75,23.8,86.88
VEH-1025,931,0.75,23.8,86.36
VEH-1025,950,0.75,23.8,86.19
VEH-1025,969,0.75,23.8,86.01
VEH-1025,988,0.75,23.8,85.35
VEH-1025,1007,0.75,23.8,85.46
VEH-1025,1026,0.75,23.8,85.03
VEH-1025,1045,0.75,23.8,84.17
VEH-1025,1064,0.75,23.8,84.82
VEH-1025,1083,0.75,23.8,83.84
VEH-1025,1102,0.75,23.8,83.14
VEH-1025,1121,0.75,23.8,83.06
VEH-1025,1140,0.75,23.8,82.78
VEH-1026,0,0.48,30.2,100.0
VEH-1026,8,0.48,30.2,99.82
VEH-1026,16,0.48,30.2,99.71
VEH-1026,24,0.48,30.2,99.95
VEH-1026,32,0.48,30.2,99.76
VEH-1026,40,0.48,30.2,99.65
VEH-1026,48,0.48,30.2,99.59
VEH-1026,56,0.48,30.2,99.57
VEH-1026,64,0.48,30.2,98.51
VEH-1026,72,0.48,30.2,99.03
VEH-1026,80,0.48,30.2,98.29
VEH-1026,88,0.48,30.2,98.97
VEH-1026,96,0.48,30.2,98.85
VEH-1026,104,0.48,30.2,99.12
VEH-1026,112,0.48,30.2,99.07
VEH-1026,120,0.48,30.2,98.62
VEH-1026,128,0.48,30.2,98.28
VEH-1026,136,0.48,30.2,98.52
VEH-1026,144,0.48,30.2,98.06
VEH-1026,152,0.48,30.2,98.14
VEH-1026,160,0.48,30.2,98.39
VEH-1026,168,0.48,30.2,97.74
VEH-1026,176,0.48,30.2,98.12
VEH-1026,184,0.48,30.2,97.97
VEH-1026,192,0.48,30.2,97.29
VEH-1026,200,0.48,30.2,97.87
VEH-1026,208,0.48,30.2,97.67
VEH-1026,216,0.48,30.2,97.35
VEH-1026,224,0.48,30.2,96.95
VEH-1026,232,0.48,30.2,96.81
VEH-1026,240,0.48,30.2,96.81
VEH-1026,248,0.48,30.2,97.09
VEH-1026,256,0.48,30.2,96.46
VEH-1026,264,0.48,30.2,96.84
VEH-1026,272,0.48,30.2,96.15
VEH-1026,280,0.48,30.2,96.4
VEH-1026,288,0.48,30.2,96.41
VEH-1026,296,0.48,30.2,97.12
VEH-1026,304,0.48,30.2,95.68
VEH-1026,312,0.48,30.2,96.57
VEH-1026,320,0.48,30.2,96.0
VEH-1026,328,0.48,30.2,95.98
VEH-1026,336,0.48,30.2,95.77
VEH-1026,344,0.48,30.2,95.78
VEH-1026,352,0.48,30.2,95.46
VEH-1026,360,0.48,30.2,95.92
VEH-1026,368,0.48,30.2,95.14
VEH-1026,376,0.48,30.2,95.59
VEH-1026,384,0.48,30.2,94.86
VEH-1026,392,0.48,30.2,94.96
VEH-1026,400,0.48,30.2,94.5
VEH-1026,408,0.48,30.2,94.93
VEH-1026,416,0.48,30.2,95.17
VEH-1026,424,0.48,30.2,94.52
VEH-1026,432,0.48,30.2,94.37
VEH-1026,440,0.48,30.2,93.95
VEH-1026,448,0.48,30.2,94.15
VEH-1026,456,0.48,30.2,93.56
VEH-1026,464,0.48,30.2,93.69
VEH-1026,472,0.48,30.2,93.98
VEH-1026,480,0.48,30.2,94.25
VEH-1026,488,0.48,30.2,94.67
VEH-1026,496,0.48,30.2,93.37
VEH-1026,504,0.48,30.2,93.97
VEH-1026,512,0.48,30.2,93.44
VEH-1026,520,0.48,30.2,93.2
VEH-1026,528,0.48,30.2,93.29
VEH-1027,0,0.54,26.8,100.0
VEH-1027,6,0.54,26.8,99.98
VEH-1027,12,0.54,26.8,99.73
VEH-1027,18,0.54,26.8,99.32
VEH-1027,24,0.54,26.8,99.2
VEH-1027,30,0.54,26.8,99.9
VEH-1027,36,0.54,26.8,99.5
VEH-1027,42,0.54,26.8,99.32
VEH-1027,48,0.54,26.8,99.46
VEH-1027,54,0.54,26.8,99.66
VEH-1027,60,0.54,26.8,99.38
VEH-1027,66,0.54,26.8,99.01
VEH-1027,72,0.54,26.8,99.6
VEH-1027,78,0.54,26.8,99.65
VEH-1027,84,0.54,26.8,99.2
VEH-1027,90,0.54,26.8,99.29
VEH-1027,96,0.54,26.8,99.31
VEH-1027,102,0.54,26.8,99.2
VEH-1027,108,0.54,26.8,98.94
VEH-1027,114,0.54,26.8,98.86
VEH-1027,120,0.54,26.8,98.76
VEH-1027,126,0.54,26.8,98.12
VEH-1027,132,0.54,26.8,98.67
VEH-1027,138,0.54,26.8,97.88
VEH-1027,144,0.54,26.8,98.0
VEH-1027,150,0.54,26.8,98.66
VEH-1027,156,0.54,26.8,98.42
VEH-1027,162,0.54,26.8,98.57
VEH-1027,168,0.54,26.8,97.88
VEH-1027,174,0.54,26.8,97.5
VEH-1027,180,0.54,26.8,97.74
VEH-1027,186,0.54,26.8,97.78
VEH-1027,192,0.54,26.8,97.7
VEH-1027,198,0.54,26.8,97.99
VEH-1027,204,0.54,26.8,97.39
VEH-1027,210,0.54,26.8,97.57
VEH-1027,216,0.54,26.8,97.02
VEH-1027,222,0.54,26.8,97.45
VEH-1027,228,0.54,26.8,97.21
VEH-1027,234,0.54,26.8,96.87
VEH-1027,240,0.54,26.8,96.98
VEH-1027,246,0.54,26.8,96.92
VEH-1027,252,0.54,26.8,96.81
VEH-1027,258,0.54,26.8,97.45
VEH-1027,264,0.54,26.8,96.71
VEH-1027,270,0.54,26.8,96.59
VEH-1027,276,0.54,26.8,95.86
VEH-1027,282,0.54,26.8,96.2
VEH-1027,288,0.54,26.8,96.35
VEH-1027,294,0.54,26.8,96.12
VEH-1027,300,0.54,26.8,96.76
VEH-1027,306,0.54,26.8,96.15
VEH-1027,312,0.54,26.8,96.58
VEH-1027,318,0.54,26.8,96.07
VEH-1027,324,0.54,26.8,95.98
VEH-1027,330,0.54,26.8,95.86
VEH-1027,336,0.54,26.8,95.81
VEH-1027,342,0.54,26.8,96.33
VEH-1027,348,0.54,26.8,94.84
VEH-1027,354,0.54,26.8,94.87
VEH-1027,360,0.54,26.8,95.31
VEH-1027,366,0.54,26.8,95.42
VEH-1027,372,0.54,26.8,95.58
VEH-1027,378,0.54,26.8,95.43
VEH-1027,384,0.54,26.8,95.05
VEH-1027,390,0.54,26.8,95.46
VEH-1027,396,0.54,26.8,95.38
VEH-1028,0,0.65,29.1,100.0
VEH-1028,9,0.65,29.1,100.0
VEH-1028,18,0.65,29.1,99.87
VEH-1028,27,0.65,29.1,99.46
VEH-1028,36,0.65,29.1,99.78
VEH-1028,45,0.65,29.1,99.45
VEH-1028,54,0.65,29.1,99.29
VEH-1028,63,0.65,29.1,99.68
VEH-1028,72,0.65,29.1,98.18
VEH-1028,81,0.65,29.1,98.41
VEH-1028,90,0.65,29.1,98.37
VEH-1028,99,0.65,29.1,98.53
VEH-1028,108,0.65,29.1,98.44
VEH-1028,117,0.65,29.1,97.87
VEH-1028,126,0.65,29.1,97.92
VEH-1028,135,0.65,29.1,97.83
VEH-1028,144,0.65,29.1,98.87
VEH-1028,153,0.65,29.1,98.51
VEH-1028,162,0.65,29.1,97.6
VEH-1028,171,0.65,29.1,97.48
VEH-1028,180,0.65,29.1,97.08
VEH-1028,189,0.65,29.1,96.68
VEH-1028,198,0.65,29.1,97.17
VEH-1028,207,0.65,29.1,96.73
VEH-1028,216,0.65,29.1,96.92
VEH-1028,225,0.65,29.1,96.25
VEH-1028,234,0.65,29.1,96.41
VEH-1028,243,0.65,29.1,96.6
VEH-1028,252,0.65,29.1,96.54
VEH-1028,261,0.65,29.1,96.42
VEH-1028,270,0.65,29.1,95.68
VEH-1028,279,0.65,29.1,96.3
VEH-1028,288,0.65,29.1,95.59
VEH-1028,297,0.65,29.1,95.96
VEH-1028,306,0.65,29.1,95.6
VEH-1028,315,0.65,29.1,94.98
VEH-1028,324,0.65,29.1,95.22
VEH-1028,333,0.65,29.1,95.32
VEH-1028,342,0.65,29.1,95.27
VEH-1028,351,0.65,29.1,94.87
VEH-1028,360,0.65,29.1,95.32
VEH-1028,369,0.65,29.1,95.0
VEH-1028,378,0.65,29.1,94.42
VEH-1028,387,0.65,29.1,94.63
VEH-1028,396,0.65,29.1,94.91
VEH-1028,405,0.65,29.1,94.78
VEH-1028,414,0.65,29.1,93.53
VEH-1028,423,0.65,29.1,93.49
VEH-1028,432,0.65,29.1,94.2
VEH-1028,441,0.65,29.1,93.17
VEH-1028,450,0.65,29.1,92.94
VEH-1028,459,0.65,29.1,93.09
VEH-1028,468,0.65,29.1,93.27
VEH-1028,477,0.65,29.1,92.95
VEH-1028,486,0.65,29.1,92.62
VEH-1028,495,0.65,29.1,92.47
VEH-1028,504,0.65,29.1,92.32
VEH-1028,513,0.65,29.1,92.12
VEH-1028,522,0.65,29.1,93.09
VEH-1028,531,0.65,29.1,92.25
VEH-1028,540,0.65,29.1,92.32
VEH-1028,549,0.65,29.1,91.7
VEH-1029,0,0.52,27.9,99.93
VEH-1029,5,0.52,27.9,99.7
VEH-1029,10,0.52,27.9,98.97
VEH-1029,15,0.52,27.9,99.36
VEH-1029,20,0.52,27.9,99.15
VEH-1029,25,0.52,27.9,98.94
VEH-1029,30,0.52,27.9,99.25
VEH-1029,35,0.52,27.9,100.0
VEH-1029,40,0.52,27.9,99.53
VEH-1029,45,0.52,27.9,99.94
VEH-1029,50,0.52,27.9,99.57
VEH-1029,55,0.52,27.9,99.64
VEH-1029,60,0.52,27.9,98.99
VEH-1029,65,0.52,27.9,99.43
VEH-1029,70,0.52,27.9,99.44
VEH-1029,75,0.52,27.9,98.93
VEH-1029,80,0.52,27.9,99.26
VEH-1029,85,0.52,27.9,99.2
VEH-1029,90,0.52,27.9,98.75
VEH-1029,95,0.52,27.9,98.49
VEH-1029,100,0.52,27.9,98.41
VEH-1029,105,0.52,27.9,98.79
VEH-1029,110,0.52,27.9,98.81
VEH-1029,115,0.52,27.9,98.36
VEH-1029,120,0.52,27.9,98.58
VEH-1029,125,0.52,27.9,98.71
VEH-1029,130,0.52,27.9,98.66
VEH-1029,135,0.52,27.9,98.93
VEH-1029,140,0.52,27.9,98.77
VEH-1029,145,0.52,27.9,97.91
VEH-1029,150,0.52,27.9,98.78
VEH-1029,155,0.52,27.9,97.94
VEH-1029,160,0.52,27.9,98.43
VEH-1029,165,0.52,27.9,98.03
VEH-1029,170,0.52,27.9,97.8
VEH-1029,175,0.52,27.9,97.24
VEH-1029,180,0.52,27.9,97.75
VEH-1029,185,0.52,27.9,97.2
VEH-1029,190,0.52,27.9,98.02
VEH-1029,195,0.52,27.9,98.15
VEH-1029,200,0.52,27.9,97.28
VEH-1029,205,0.52,27.9,97.6
VEH-1029,210,0.52,27.9,97.17
VEH-1029,215,0.52,27.9,97.14
VEH-1029,220,0.52,27.9,97.57
VEH-1029,225,0.52,27.9,97.22
VEH-1029,230,0.52,27.9,97.78
VEH-1029,235,0.52,27.9,96.94
VEH-1029,240,0.52,27.9,97.39
VEH-1029,245,0.52,27.9,97.01
VEH-1029,250,0.52,27.9,97.19
VEH-1029,255,0.52,27.9,96.69
VEH-1029,260,0.52,27.9,96.76
VEH-1029,265,0.52,27.9,96.68
VEH-1029,270,0.52,27.9,96.36
VEH-1029,275,0.52,27.9,96.82
VEH-1029,280,0.52,27.9,96.75
VEH-1029,285,0.52,27.9,96.66
VEH-1029,290,0.52,27.9,96.93
VEH-1029,295,0.52,27.9,96.83
VEH-1029,300,0.52,27.9,96.13
VEH-1029,305,0.52,27.9,96.32
VEH-1029,310,0.52,27.9,95.91
VEH-1029,315,0.52,27.9,96.07
VEH-1029,320,0.52,27.9,95.79
VEH-1030,0,0.83,23.2,100.0
VEH-1030,7,0.83,23.2,100.0
VEH-1030,14,0.83,23.2,99.75
VEH-1030,21,0.83,23.2,100.0
VEH-1030,28,0.83,23.2,98.88
VEH-1030,35,0.83,23.2,98.84
VEH-1030,42,0.83,23.2,99.73
VEH-1030,49,0.83,23.2,99.37
VEH-1030,56,0.83,23.2,99.34
VEH-1030,63,0.83,23.2,98.69
VEH-1030,70,0.83,23.2,99.05
VEH-1030,77,0.83,23.2,99.66
VEH-1030,84,0.83,23.2,99.15
VEH-1030,91,0.83,23.2,98.82
VEH-1030,98,0.83,23.2,98.5
VEH-1030,105,0.83,23.2,98.42
VEH-1030,112,0.83,23.2,97.71
VEH-1030,119,0.83,23.2,98.44
VEH-1030,126,0.83,23.2,98.55
VEH-1030,133,0.83,23.2,97.6
VEH-1030,140,0.83,23.2,97.81
VEH-1030,147,0.83,23.2,97.54
VEH-1030,154,0.83,23.2,97.5
VEH-1030,161,0.83,23.2,97.76
VEH-1030,168,0.83,23.2,96.9
VEH-1030,175,0.83,23.2,97.74
VEH-1030,182,0.83,23.2,97.69
VEH-1030,189,0.83,23.2,97.23
VEH-1030,196,0.83,23.2,96.35
VEH-1030,203,0.83,23.2,96.76
VEH-1030,210,0.83,23.2,97.44
VEH-1030,217,0.83,23.2,95.93
VEH-1030,224,0.83,23.2,96.68
VEH-1030,231,0.83,23.2,96.28
VEH-1030,238,0.83,23.2,96.87
VEH-1030,245,0.83,23.2,96.25
VEH-1030,252,0.83,23.2,96.52
VEH-1030,259,0.83,23.2,96.47
VEH-1030,266,0.83,23.2,96.81
VEH-1030,273,0.83,23.2,95.99
VEH-1030,280,0.83,23.2,96.09
VEH-1030,287,0.83,23.2,95.33
VEH-1030,294,0.83,23.2,96.16
VEH-1030,301,0.83,23.2,95.37
VEH-1030,308,0.83,23.2,95.33
VEH-1030,315,0.83,23.2,95.41
VEH-1030,322,0.83,23.2,94.77
VEH-1030,329,0.83,23.2,95.29
VEH-1030,336,0.83,23.2,95.44
VEH-1030,343,0.83,23.2,95.1
VEH-1030,350,0.83,23.2,94.33
VEH-1030,357,0.83,23.2,94.73
VEH-1030,364,0.83,23.2,94.93
VEH-1030,371,0.83,23.2,93.91
VEH-1030,378,0.83,23.2,94.08
VEH-1030,385,0.83,23.2,94.65
VEH-1030,392,0.83,23.2,94.33
VEH-1030,399,0.83,23.2,94.28
VEH-1030,406,0.83,23.2,94.67
VEH-1030,413,0.83,23.2,94.08
VEH-1030,420,0.83,23.2,94.04
VEH-1030,427,0.83,23.2,94.65
VEH-1030,434,0.83,23.2,93.51
VEH-1030,441,0.83,23.2,93.2
VEH-1030,448,0.83,23.2,93.52
VEH-1030,455,0.83,23.2,93.42
VEH-1030,462,0.83,23.2,92.97
VEH-1030,469,0.83,23.2,92.68
VEH-1031,0,0.47,24.4,100.0
VEH-1031,6,0.47,24.4,100.0
VEH-1031,12,0.47,24.4,99.63
VEH-1031,18,0.47,24.4,100.0
VEH-1031,24,0.47,24.4,99.73
VEH-1031,30,0.47,24.4,99.62
VEH-1031,36,0.47,24.4,99.84
VEH-1031,42,0.47,24.4,99.13
VEH-1031,48,0.47,24.4,99.64
VEH-1031,54,0.47,24.4,100.0
VEH-1031,60,0.47,24.4,99.55
VEH-1031,66,0.47,24.4,99.2
VEH-1031,72,0.47,24.4,99.09
VEH-1031,78,0.47,24.4,99.05
VEH-1031,84,0.47,24.4,99.04
VEH-1031,90,0.47,24.4,98.94
VEH-1031,96,0.47,24.4,99.32
VEH-1031,102,0.47,24.4,98.33
VEH-1031,108,0.47,24.4,99.17
VEH-1031,114,0.47,24.4,98.67
VEH-1031,120,0.47,24.4,98.87
VEH-1031,126,0.47,24.4,98.28
VEH-1031,132,0.47,24.4,99.07
VEH-1031,138,0.47,24.4,98.98
VEH-1031,144,0.47,24.4,98.81
VEH-1031,150,0.47,24.4,97.88
VEH-1031,156,0.47,24.4,98.63
VEH-1031,162,0.47,24.4,98.41
VEH-1031,168,0.47,24.4,97.64
VEH-1031,174,0.47,24.4,98.13
VEH-1031,180,0.47,24.4,98.2
VEH-1031,186,0.47,24.4,98.2
VEH-1031,192,0.47,24.4,98.0
VEH-1031,198,0.47,24.4,97.97
VEH-1031,204,0.47,24.4,98.32
VEH-1031,210,0.47,24.4,98.16
VEH-1031,216,0.47,24.4,96.66
VEH-1031,222,0.47,24.4,97.48
VEH-1031,228,0.47,24.4,97.47
VEH-1031,234,0.47,24.4,96.85
VEH-1031,240,0.47,24.4,97.42
VEH-1031,246,0.47,24.4,97.76
VEH-1031,252,0.47,24.4,96.87
VEH-1031,258,0.47,24.4,97.3
VEH-1031,264,0.47,24.4,96.8
VEH-1031,270,0.47,24.4,96.81
VEH-1031,276,0.47,24.4,97.5
VEH-1031,282,0.47,24.4,96.72
VEH-1031,288,0.47,24.4,97.0
VEH-1031,294,0.47,24.4,96.12
VEH-1031,300,0.47,24.4,97.35
VEH-1031,306,0.47,24.4,96.84
VEH-1031,312,0.47,24.4,96.5
VEH-1031,318,0.47,24.4,96.69
VEH-1031,324,0.47,24.4,95.93
VEH-1031,330,0.47,24.4,96.77
VEH-1031,336,0.47,24.4,96.17
VEH-1031,342,0.47,24.4,96.14
VEH-1031,348,0.47,24.4,95.97
VEH-1031,354,0.47,24.4,95.87
VEH-1031,360,0.47,24.4,96.25
VEH-1031,366,0.47,24.4,96.03
VEH-1031,372,0.47,24.4,96.09
VEH-1031,378,0.47,24.4,95.79
VEH-1031,384,0.47,24.4,95.91
VEH-1032,0,0.61,36.2,99.85
VEH-1032,25,0.61,36.2,100.0
VEH-1032,50,0.61,36.2,98.71
VEH-1032,75,0.61,36.2,99.3
VEH-1032,100,0.61,36.2,98.94
VEH-1032,125,0.61,36.2,97.76
VEH-1032,150,0.61,36.2,98.42
VEH-1032,175,0.61,36.2,97.58
VEH-1032,200,0.61,36.2,97.15
VEH-1032,225,0.61,36.2,96.4
VEH-1032,250,0.61,36.2,95.9
VEH-1032,275,0.61,36.2,95.47
VEH-1032,300,0.61,36.2,95.26
VEH-1032,325,0.61,36.2,95.18
VEH-1032,350,0.61,36.2,94.33
VEH-1032,375,0.61,36.2,93.51
VEH-1032,400,0.61,36.2,93.69
VEH-1032,425,0.61,36.2,93.29
VEH-1032,450,0.61,36.2,92.76
VEH-1032,475,0.61,36.2,92.36
VEH-1032,500,0.61,36.2,91.56
VEH-1032,525,0.61,36.2,90.9
VEH-1032,550,0.61,36.2,90.48
VEH-1032,575,0.61,36.2,89.77
VEH-1032,600,0.61,36.2,89.98
VEH-1032,625,0.61,36.2,89.43
VEH-1032,650,0.61,36.2,88.86
VEH-1032,675,0.61,36.2,87.53
VEH-1032,700,0.61,36.2,87.69
VEH-1032,725,0.61,36.2,88.07
VEH-1032,750,0.61,36.2,87.0
VEH-1032,775,0.61,36.2,86.91
VEH-1032,800,0.61,36.2,85.85
VEH-1032,825,0.61,36.2,86.39
VEH-1032,850,0.61,36.2,85.39
VEH-1032,875,0.61,36.2,85.09
VEH-1032,900,0.61,36.2,85.35
VEH-1032,925,0.61,36.2,84.62
VEH-1032,950,0.61,36.2,83.53
VEH-1032,975,0.61,36.2,82.98
VEH-1032,1000,0.61,36.2,82.62
VEH-1032,1025,0.61,36.2,82.45
VEH-1032,1050,0.61,36.2,81.79
VEH-1032,1075,0.61,36.2,81.23
VEH-1032,1100,0.61,36.2,81.43
VEH-1032,1125,0.61,36.2,80.42
VEH-1032,1150,0.61,36.2,80.8
VEH-1032,1175,0.61,36.2,79.57
VEH-1032,1200,0.61,36.2,79.71
VEH-1032,1225,0.61,36.2,78.75
VEH-1032,1250,0.61,36.2,78.51
VEH-1032,1275,0.61,36.2,77.46
VEH-1032,1300,0.61,36.2,76.95
VEH-1032,1325,0.61,36.2,76.95
VEH-1032,1350,0.61,36.2,76.68
VEH-1032,1375,0.61,36.2,75.89
VEH-1032,1400,0.61,36.2,74.96
VEH-1032,1425,0.61,36.2,74.47
VEH-1032,1450,0.61,36.2,73.99
VEH-1032,1475,0.61,36.2,73.41
VEH-1032,1500,0.61,36.2,73.6
VEH-1033,0,0.71,34.6,100.0
VEH-1033,8,0.71,34.6,99.88
VEH-1033,16,0.71,34.6,98.97
VEH-1033,24,0.71,34.6,99.57
VEH-1033,32,0.71,34.6,99.46
VEH-1033,40,0.71,34.6,100.0
VEH-1033,48,0.71,34.6,98.74
VEH-1033,56,0.71,34.6,98.99
VEH-1033,64,0.71,34.6,99.59
VEH-1033,72,0.71,34.6,99.01
VEH-1033,80,0.71,34.6,98.92
VEH-1033,88,0.71,34.6,98.63
VEH-1033,96,0.71,34.6,98.57
VEH-1033,104,0.71,34.6,98.59
VEH-1033,112,0.71,34.6,97.9
VEH-1033,120,0.71,34.6,98.35
VEH-1033,128,0.71,34.6,97.43
VEH-1033,136,0.71,34.6,97.89
VEH-1033,144,0.71,34.6,97.7
VEH-1033,152,0.71,34.6,97.28
VEH-1033,160,0.71,34.6,97.35
VEH-1033,168,0.71,34.6,97.0
VEH-1033,176,0.71,34.6,96.7
VEH-1033,184,0.71,34.6,96.81
VEH-1033,192,0.71,34.6,96.41
VEH-1033,200,0.71,34.6,96.77
VEH-1033,208,0.71,34.6,96.12
VEH-1033,216,0.71,34.6,96.63
VEH-1033,224,0.71,34.6,95.82
VEH-1033,232,0.71,34.6,95.9
VEH-1033,240,0.71,34.6,95.73
VEH-1033,248,0.71,34.6,96.28
VEH-1033,256,0.71,34.6,95.78
VEH-1033,264,0.71,34.6,95.45
VEH-1033,272,0.71,34.6,95.56
VEH-1033,280,0.71,34.6,94.5
VEH-1033,288,0.71,34.6,95.08
VEH-1033,296,0.71,34.6,95.66
VEH-1033,304,0.71,34.6,94.86
VEH-1033,312,0.71,34.6,94.69
VEH-1033,320,0.71,34.6,94.72
VEH-1033,328,0.71,34.6,94.7
VEH-1033,336,0.71,34.6,93.54
VEH-1033,344,0.71,34.6,93.51
VEH-1033,352,0.71,34.6,94.02
VEH-1033,360,0.71,34.6,93.56
VEH-1033,368,0.71,34.6,94.12
VEH-1033,376,0.71,34.6,93.41
VEH-1033,384,0.71,34.6,92.69
VEH-1033,392,0.71,34.6,92.78
VEH-1033,400,0.71,34.6,92.12
VEH-1033,408,0.71,34.6,92.85
VEH-1033,416,0.71,34.6,92.72
VEH-1033,424,0.71,34.6,92.5
VEH-1033,432,0.71,34.6,92.88
VEH-1033,440,0.71,34.6,92.77
VEH-1033,448,0.71,34.6,92.15
VEH-1033,456,0.71,34.6,91.31
VEH-1033,464,0.71,34.6,92.13
VEH-1033,472,0.71,34.6,91.96
VEH-1033,480,0.71,34.6,91.73
VEH-1033,488,0.71,34.6,91.82
VEH-1033,496,0.71,34.6,90.92
VEH-1033,504,0.71,34.6,91.88
VEH-1033,512,0.71,34.6,90.7
VEH-1033,520,0.71,34.6,91.15
VEH-1033,528,0.71,34.6,90.15
VEH-1033,536,0.71,34.6,90.27
VEH-1034,0,0.46,29.4,100.0
VEH-1034,15,0.46,29.4,99.75
VEH-1034,30,0.46,29.4,99.97
VEH-1034,45,0.46,29.4,99.59
VEH-1034,60,0.46,29.4,99.29
VEH-1034,75,0.46,29.4,99.63
VEH-1034,90,0.46,29.4,98.89
VEH-1034,105,0.46,29.4,98.16
VEH-1034,120,0.46,29.4,98.32
VEH-1034,135,0.46,29.4,98.61
VEH-1034,150,0.46,29.4,98.38
VEH-1034,165,0.46,29.4,97.5
VEH-1034,180,0.46,29.4,97.61
VEH-1034,195,0.46,29.4,97.47
VEH-1034,210,0.46,29.4,97.36
VEH-1034,225,0.46,29.4,96.82
VEH-1034,240,0.46,29.4,96.89
VEH-1034,255,0.46,29.4,96.67
VEH-1034,270,0.46,29.4,97.0
VEH-1034,285,0.46,29.4,96.82
VEH-1034,300,0.46,29.4,96.3
VEH-1034,315,0.46,29.4,96.02
VEH-1034,330,0.46,29.4,96.02
VEH-1034,345,0.46,29.4,95.49
VEH-1034,360,0.46,29.4,95.18
VEH-1034,375,0.46,29.4,95.06
VEH-1034,390,0.46,29.4,94.97
VEH-1034,405,0.46,29.4,94.59
VEH-1034,420,0.46,29.4,94.86
VEH-1034,435,0.46,29.4,94.86
VEH-1034,450,0.46,29.4,93.86
VEH-1034,465,0.46,29.4,94.23
VEH-1034,480,0.46,29.4,93.94
VEH-1034,495,0.46,29.4,93.94
VEH-1034,510,0.46,29.4,93.62
VEH-1034,525,0.46,29.4,92.92
VEH-1034,540,0.46,29.4,92.79
VEH-1034,555,0.46,29.4,93.05
VEH-1034,570,0.46,29.4,93.2
VEH-1034,585,0.46,29.4,91.87
VEH-1034,600,0.46,29.4,92.56
VEH-1034,615,0.46,29.4,92.66
VEH-1034,630,0.46,29.4,91.99
VEH-1034,645,0.46,29.4,92.04
VEH-1034,660,0.46,29.4,91.4
VEH-1034,675,0.46,29.4,91.41
VEH-1034,690,0.46,29.4,90.68
VEH-1034,705,0.46,29.4,90.23
VEH-1034,720,0.46,29.4,91.18
VEH-1034,735,0.46,29.4,90.3
VEH-1034,750,0.46,29.4,90.29
VEH-1034,765,0.46,29.4,89.76
VEH-1034,780,0.46,29.4,89.55
VEH-1034,795,0.46,29.4,89.78
VEH-1034,810,0.46,29.4,89.39
VEH-1034,825,0.46,29.4,89.57
VEH-1034,840,0.46,29.4,89.4
VEH-1034,855,0.46,29.4,89.15
VEH-1034,870,0.46,29.4,88.92
VEH-1034,885,0.46,29.4,89.19
VEH-1034,900,0.46,29.4,88.06
VEH-1034,915,0.46,29.4,88.21
VEH-1034,930,0.46,29.4,88.42
VEH-1034,945,0.46,29.4,88.27
VEH-1035,0,0.84,44.6,99.5
VEH-1035,18,0.84,44.6,99.52
VEH-1035,36,0.84,44.6,99.71
VEH-1035,54,0.84,44.6,99.01
VEH-1035,72,0.84,44.6,98.49
VEH-1035,90,0.84,44.6,97.93
VEH-1035,108,0.84,44.6,97.45
VEH-1035,126,0.84,44.6,97.27
VEH-1035,144,0.84,44.6,96.65
VEH-1035,162,0.84,44.6,96.29
VEH-1035,180,0.84,44.6,95.9
VEH-1035,198,0.84,44.6,95.21
VEH-1035,216,0.84,44.6,95.19
VEH-1035,234,0.84,44.6,95.59
VEH-1035,252,0.84,44.6,93.51
VEH-1035,270,0.84,44.6,93.8
VEH-1035,288,0.84,44.6,92.98
VEH-1035,306,0.84,44.6,93.0
VEH-1035,324,0.84,44.6,92.37
VEH-1035,342,0.84,44.6,92.18
VEH-1035,360,0.84,44.6,91.87
VEH-1035,378,0.84,44.6,91.08
VEH-1035,396,0.84,44.6,90.96
VEH-1035,414,0.84,44.6,89.29
VEH-1035,432,0.84,44.6,90.22
VEH-1035,450,0.84,44.6,89.34
VEH-1035,468,0.84,44.6,89.13
VEH-1035,486,0.84,44.6,87.87
VEH-1035,504,0.84,44.6,87.55
VEH-1035,522,0.84,44.6,87.44
VEH-1035,540,0.84,44.6,86.93
