mileage,vehicle_age,engine_hours,battery_health,maintenance_frequency,downtime,operating_conditions,failure
277889.0,106.5,8428.5,68.84,3,94.1,Normal,0
29793.7,112.0,1375.3,58.6,2,72.2,Extreme,1
308094.1,90.3,9341.4,73.9,3,94.8,Severe,1
339749.8,78.9,8389.8,77.24,4,86.6,Normal,0
162604.1,62.4,3325.7,76.52,4,61.0,Severe,0
99772.6,82.7,2308.7,70.16,1,67.3,Normal,0
113930.0,36.6,3546.9,87.78,1,35.8,Severe,1
438227.5,118.2,9313.9,59.41,1,120.0,Normal,1
297672.0,59.8,8928.2,74.36,3,73.6,Extreme,0
183558.4,93.7,3965.4,66.5,1,87.0,Normal,1
436048.8,20.6,15000.0,89.0,3,57.5,Extreme,1
207134.0,110.3,5038.9,63.23,5,83.7,Severe,1
300767.3,49.7,8687.0,81.35,1,71.0,Normal,0
157196.1,96.9,5555.7,65.59,5,62.7,Severe,0
319732.9,96.6,10056.9,71.85,1,95.1,Severe,1
151940.8,103.5,6063.9,55.19,1,94.7,Normal,1
433614.0,70.4,9616.8,81.55,3,91.4,Normal,1
46743.8,9.6,1852.5,98.68,5,6.4,Severe,1
384063.9,8.8,12996.5,100.0,4,42.9,Normal,0
154573.0,68.0,4589.8,72.88,4,58.7,Normal,0
196386.6,68.9,4275.3,80.04,1,62.1,Extreme,1
358601.9,110.1,9702.0,62.1,5,91.1,Normal,1
63557.2,93.1,2125.0,65.32,2,64.3,Normal,0
157634.5,105.7,6040.4,54.44,4,68.7,Normal,1
360641.2,7.5,8753.0,93.83,4,52.0,Severe,1
443067.6,48.0,9957.0,90.08,2,84.2,Severe,0
306923.2,71.6,6849.1,80.31,5,76.1,Normal,0
349982.3,65.1,9722.3,85.3,1,82.4,Normal,1
139747.2,103.4,4671.6,56.85,3,86.6,Normal,1
193676.8,108.4,5832.1,69.21,2,94.9,Severe,1
206446.7,48.3,6410.4,79.68,6,46.8,Normal,0
130891.2,33.8,3325.5,90.67,5,19.3,Normal,0
370898.8,104.3,14611.0,57.22,1,115.2,Normal,1
52707.5,94.7,1364.5,70.97,4,64.9,Normal,0
179526.6,69.9,7466.0,75.05,2,61.0,Normal,1
117434.9,78.1,4732.5,70.84,1,77.5,Extreme,1
285525.7,27.0,7594.7,92.06,1,63.6,Normal,1
251976.7,11.7,9173.1,93.29,4,23.4,Severe,0
173234.7,117.8,5683.1,60.32,3,82.7,Normal,1
211631.7,39.5,7460.2,92.52,3,56.9,Normal,0
148958.1,69.0,6004.1,77.35,5,50.6,Normal,0
224900.3,95.9,5819.2,70.78,4,81.1,Normal,0
109131.5,19.7,3622.2,87.15,5,8.8,Normal,0
439206.3,17.7,13488.9,87.95,1,74.6,Normal,1
192403.2,33.6,4493.9,88.35,6,31.5,Severe,1
58887.0,86.6,2633.8,69.97,4,62.8,Extreme,1
440595.7,42.8,15000.0,88.95,6,73.4,Extreme,1
193322.6,108.7,5677.3,64.75,1,85.9,Normal,1
280007.1,88.1,6384.3,74.4,2,82.1,Normal,1
381534.8,114.3,10909.5,58.04,6,92.7,Extreme,1
248023.9,101.2,6266.6,71.98,4,81.0,Normal,1
98229.3,49.7,2509.8,85.31,6,24.8,Normal,1
64869.5,37.4,2256.5,86.87,6,14.8,Severe,0
219730.2,97.1,7771.6,66.09,2,78.2,Severe,1
127820.5,65.0,3624.2,76.95,3,60.2,Severe,0
441416.0,91.3,11371.9,76.8,3,103.2,Extreme,1
185214.0,58.0,4869.8,85.04,5,51.1,Severe,0
364553.4,101.8,8385.4,64.51,2,98.7,Extreme,1
126606.5,87.0,4069.5,61.32,5,59.9,Severe,1
104938.8,33.7,3073.4,91.96,1,30.7,Normal,0
212997.4,55.2,5087.6,85.13,6,40.9,Normal,0
15440.9,101.5,801.1,69.78,2,74.0,Extreme,1
266832.0,64.7,7573.1,77.56,2,64.4,Normal,0
70960.7,93.5,2814.3,77.28,5,62.9,Normal,0
78465.2,7.0,3180.4,97.13,3,10.2,Severe,0
371716.7,104.2,7709.2,53.16,1,109.4,Normal,1
423776.1,30.0,13770.5,82.22,5,59.2,Normal,1
268579.4,15.3,6299.5,90.83,6,21.6,Severe,0
72027.0,16.8,2735.7,93.79,6,0.0,Severe,1
294813.0,31.7,7459.2,90.63,6,45.5,Normal,0
417419.8,30.9,12289.3,83.76,6,51.3,Extreme,1
209769.7,98.4,8225.6,65.18,1,95.5,Extreme,1
135629.1,115.5,4788.8,52.49,1,84.3,Normal,1
358724.0,8.2,10728.9,83.32,2,57.2,Normal,0
152044.3,67.6,4716.0,83.53,2,69.4,Normal,0
19333.9,117.8,537.8,72.31,6,60.0,Normal,0
250690.6,49.3,5541.2,83.08,1,68.1,Normal,0
77557.9,29.5,2126.2,80.77,3,33.4,Extreme,1
419633.7,97.2,15000.0,71.62,3,102.0,Normal,1
372385.8,116.4,12794.1,50.76,3,115.3,Extreme,1
211895.6,86.1,4705.9,63.1,5,62.5,Severe,1
33090.3,87.4,1106.8,66.08,5,41.4,Severe,0
379526.0,37.8,12835.4,80.78,1,71.0,Normal,0
427738.4,37.8,15000.0,84.06,2,69.9,Normal,1
264563.6,55.8,7274.6,81.68,4,54.0,Severe,0
17120.1,17.0,745.4,100.0,1,14.6,Extreme,1
416855.0,89.9,12124.9,73.76,3,95.6,Normal,0
143258.2,106.0,4873.2,60.33,3,81.8,Extreme,1
214535.8,97.0,6042.1,68.51,6,68.1,Normal,1
255442.4,91.6,6836.7,69.41,1,93.8,Normal,1
237488.6,12.9,5796.5,96.97,2,38.4,Normal,0
103559.8,45.2,2760.8,89.57,3,31.7,Normal,0
315427.9,118.6,7173.9,67.02,6,103.0,Extreme,1
242275.7,89.2,6240.0,64.64,4,78.5,Normal,1
242517.2,85.9,6449.4,71.45,2,93.5,Normal,1
169840.5,50.0,4954.9,77.59,3,46.7,Normal,0
382198.0,20.7,9017.1,82.29,1,67.9,Severe,0
363928.6,29.6,8013.9,94.36,4,49.1,Normal,0
268365.3,90.3,5815.7,75.26,5,81.9,Extreme,1
115378.9,6.3,4492.6,98.73,1,29.7,Extreme,1
24458.1,77.3,829.1,70.33,4,51.7,Normal,1
28022.8,84.9,1184.1,62.16,6,31.2,Severe,0
151230.6,38.5,4513.7,82.74,3,36.3,Normal,0
318405.9,59.9,6889.1,84.35,6,53.8,Normal,0
203852.9,105.8,4985.1,60.25,4,87.1,Severe,1
321353.8,74.8,10896.3,77.62,3,82.4,Normal,1
431047.8,43.6,9991.5,86.31,1,80.5,Severe,1
162702.9,31.9,6019.9,88.99,6,17.5,Normal,0
379963.4,32.9,11721.1,92.36,4,67.8,Severe,1
401663.2,86.8,9777.1,69.38,6,88.6,Normal,1
105549.2,7.8,3002.7,100.0,2,15.7,Normal,0
256377.9,81.5,10209.2,75.08,3,83.9,Extreme,1
71802.0,10.1,1883.6,84.94,2,25.5,Normal,0
448796.0,42.5,14564.3,80.89,2,84.3,Severe,1
374410.0,115.1,8701.5,52.07,5,96.6,Normal,1
275504.5,69.0,10760.4,70.18,1,78.2,Extreme,1
248716.3,70.9,10012.1,74.12,1,72.9,Severe,0
378152.2,14.7,8888.1,89.58,2,55.5,Normal,1
201451.6,53.9,6024.2,77.26,6,38.3,Extreme,0
400860.2,110.5,9968.0,58.04,5,111.2,Severe,1
341370.4,103.8,8426.8,59.96,5,88.3,Severe,1
289427.5,105.1,7836.4,56.24,1,108.7,Severe,1
234159.9,49.0,8821.6,79.74,6,43.6,Severe,0
276629.2,87.2,9194.1,68.83,6,75.2,Normal,1
70664.0,29.6,2304.9,93.89,3,16.9,Normal,0
280835.0,112.5,7018.6,66.71,5,88.7,Normal,0
352445.2,95.5,9971.6,62.8,6,96.3,Normal,1
150119.1,41.1,3279.6,91.12,4,38.9,Normal,0
141702.2,10.4,5225.3,91.12,6,9.1,Normal,0
448230.4,68.6,10028.3,75.05,6,86.8,Normal,1
155163.5,73.4,4013.0,79.86,6,53.3,Normal,0
309132.8,69.4,9088.5,78.39,6,67.1,Severe,1
145320.1,60.6,3986.7,80.91,5,41.9,Severe,0
439599.0,13.9,15000.0,94.84,3,65.5,Extreme,1
39782.3,62.8,1297.7,82.31,4,28.0,Severe,0
380487.5,16.0,10879.3,99.76,6,33.4,Normal,0
120431.2,48.2,4340.8,79.5,3,44.7,Normal,0
417914.9,79.4,12815.7,66.69,4,99.8,Severe,1
387309.7,89.5,13206.7,71.74,2,98.9,Severe,1
295611.6,27.9,9098.9,99.37,6,41.7,Normal,0
66186.5,104.0,1846.4,62.08,2,75.6,Extreme,1
244537.9,91.7,6071.7,64.76,3,89.2,Extreme,1
409513.9,96.1,13120.5,66.02,1,111.4,Normal,1
240708.7,88.3,6096.9,65.51,2,93.2,Severe,1
177268.3,13.0,4643.8,92.29,4,18.9,Normal,0
439450.6,113.1,11107.1,49.84,6,115.2,Extreme,1
68711.5,113.1,2675.0,52.56,5,58.8,Normal,1
149080.3,104.2,4280.7,76.18,3,81.3,Normal,1
172102.6,36.2,5866.5,89.57,5,31.3,Extreme,1
410575.7,45.6,9585.7,81.7,6,56.8,Extreme,1
46996.5,41.4,1559.7,78.46,1,42.3,Extreme,1
212059.9,72.4,5508.5,71.99,6,47.9,Severe,1
42768.0,23.3,1329.3,100.0,6,3.4,Normal,0
55268.9,86.5,1593.5,79.85,4,52.0,Normal,0
226873.4,82.5,6180.1,74.73,2,70.1,Normal,1
364022.9,39.9,8477.1,93.57,6,46.0,Normal,0
367155.9,42.7,11770.7,85.35,3,72.1,Extreme,1
142374.7,103.7,5036.3,63.62,2,75.0,Normal,1
285624.5,42.3,9984.7,81.21,6,44.6,Extreme,1
212298.6,83.3,4999.7,64.42,5,71.8,Normal,1
62015.1,16.1,2142.2,96.96,5,12.4,Normal,0
381223.7,84.0,15000.0,71.49,5,87.2,Severe,1
244116.3,40.4,8909.2,87.81,2,55.4,Extreme,1
345416.1,81.4,11102.1,72.34,3,90.9,Normal,0
92878.4,14.5,2273.0,95.25,4,14.3,Normal,0
84724.2,79.6,2191.6,70.2,5,39.4,Normal,1
73410.2,13.2,1563.5,96.94,6,12.7,Normal,0
26062.4,42.6,1371.8,74.17,1,30.4,Normal,1
381809.0,51.1,8234.9,84.95,2,71.5,Severe,1
239831.6,61.8,5930.1,84.6,5,65.0,Severe,1
412845.6,27.7,13259.2,95.66,2,75.1,Extreme,1
129332.1,31.5,3602.4,90.37,3,26.8,Extreme,0
359018.6,69.0,9200.1,82.83,1,99.0,Severe,1
124412.5,96.9,3261.3,66.89,2,80.5,Normal,1
282430.3,10.5,9806.9,100.0,6,22.3,Severe,1
45886.1,30.4,2148.1,86.26,6,13.2,Severe,0
334489.1,99.8,10293.3,67.94,3,91.8,Normal,1
424027.0,93.6,9141.1,63.57,4,108.3,Extreme,1
145681.1,49.5,3405.8,82.18,6,25.6,Normal,0
61985.1,100.5,2126.5,63.84,3,62.1,Severe,1
331849.2,66.2,9614.0,81.24,1,91.7,Normal,1
303234.6,82.8,12037.8,73.13,5,77.7,Normal,1
268675.6,9.1,10048.0,100.0,6,20.3,Extreme,1
231555.7,70.2,8381.4,74.89,6,61.7,Normal,0
82543.2,80.6,2166.2,71.58,6,46.1,Normal,1
60308.0,59.0,2121.8,86.6,4,43.6,Normal,0
330563.0,99.2,8175.4,69.07,3,93.7,Normal,1
423120.6,87.9,9332.7,65.82,6,92.9,Extreme,1
191101.6,78.5,4396.0,76.3,1,85.5,Severe,0
356822.5,75.8,9676.8,73.69,5,82.3,Severe,0
337706.9,99.3,13010.5,68.52,2,105.1,Severe,1
105631.3,28.9,2502.6,80.3,5,26.0,Severe,0
344929.0,37.8,10792.7,89.73,3,62.5,Normal,1
193927.4,35.1,5001.2,94.23,4,41.0,Extreme,1
335720.2,57.1,7154.3,83.29,2,75.8,Extreme,1
386213.7,101.7,11022.9,62.67,2,102.5,Extreme,1
98712.0,48.7,3276.9,89.75,1,48.6,Severe,0
332657.5,87.5,7474.4,64.16,3,100.9,Normal,1
426885.9,80.0,11769.5,69.04,5,84.8,Severe,1
46465.6,51.9,1868.7,80.81,4,39.8,Extreme,1
156461.6,78.1,3845.3,72.61,4,50.8,Severe,0
125075.9,64.1,3954.0,79.76,5,40.2,Severe,0
155375.8,39.7,5691.1,79.4,6,21.2,Severe,0
212292.5,118.2,7084.9,59.93,5,97.0,Severe,1
332434.0,14.8,8715.7,80.54,6,26.5,Normal,0
33401.6,12.4,1276.0,98.48,5,5.3,Severe,0
123688.7,46.7,5030.4,89.32,6,28.9,Normal,0
139162.3,76.6,3180.5,67.29,4,64.0,Normal,0
164645.5,119.3,4972.8,47.91,2,98.4,Normal,0
161742.9,68.3,4766.8,81.97,1,72.0,Extreme,0
355638.9,50.1,10186.7,72.23,6,54.2,Severe,0
132650.1,94.9,2982.6,70.4,1,75.5,Normal,1
343635.7,16.3,8651.0,89.73,4,36.7,Normal,0
350890.3,39.2,9574.0,89.57,2,63.7,Normal,0
234156.8,38.6,5930.1,83.52,5,50.1,Normal,0
243907.7,96.3,5755.8,63.59,6,77.5,Normal,0
306762.9,60.2,8071.5,86.22,2,83.2,Normal,1
297262.1,117.2,8189.4,57.58,2,116.9,Normal,1
432573.8,92.1,12953.9,74.32,1,107.3,Normal,1
257911.5,18.2,6946.0,94.34,3,50.8,Normal,0
402934.5,19.9,12940.8,100.0,3,58.4,Extreme,1
135106.6,79.5,2876.4,75.39,6,55.1,Normal,0
236553.5,115.8,5276.2,56.86,5,90.8,Severe,1
184017.3,103.3,6944.6,81.87,4,69.5,Severe,0
220618.4,48.8,5255.5,88.25,4,51.8,Normal,0
230536.6,102.6,6652.7,66.23,2,93.6,Normal,1
10700.9,77.5,699.3,73.34,5,33.1,Normal,0
384786.3,118.3,9495.8,61.06,3,120.0,Severe,1
318641.6,17.3,10156.7,95.43,4,35.3,Normal,1
325865.2,30.0,9828.2,90.44,4,48.2,Normal,0
189575.4,6.5,4515.4,99.65,3,34.2,Normal,0
198686.0,53.8,5806.5,82.41,3,45.8,Normal,0
127715.4,15.3,3926.1,93.97,2,26.0,Severe,0
348180.1,51.8,8928.7,81.95,2,86.5,Severe,1
328371.4,48.3,7691.1,82.83,3,58.6,Normal,0
29328.1,83.4,1088.7,62.76,1,54.3,Severe,0
47739.8,59.2,1219.0,80.77,5,35.8,Severe,0
98003.9,33.2,3074.3,83.69,3,22.6,Normal,0
184868.4,85.3,4143.3,70.93,3,74.8,Extreme,1
175011.9,44.5,5478.5,81.69,2,43.3,Severe,1
313101.8,41.9,6657.4,86.69,2,56.5,Normal,1
193775.1,72.7,7883.7,74.07,5,52.5,Normal,0
16248.6,113.8,802.0,50.47,5,61.5,Severe,1
213958.8,112.7,4727.9,58.97,4,82.5,Extreme,1
434138.4,16.5,15000.0,89.43,5,45.0,Normal,0
254351.5,66.4,10207.0,73.79,5,60.5,Extreme,1
30427.1,68.3,813.8,73.76,5,42.8,Extreme,0
115295.2,42.6,2722.4,86.48,1,51.4,Normal,1
15711.9,108.8,716.3,69.76,3,63.5,Normal,1
310969.1,23.2,7849.2,84.95,6,36.9,Severe,1
295384.7,62.1,11146.2,81.89,5,55.2,Normal,0
192516.7,66.7,4335.4,72.73,3,63.6,Normal,0
46657.8,8.0,1940.8,100.0,3,14.6,Normal,0
156449.5,116.9,4655.5,69.87,4,91.9,Normal,0
106384.4,49.3,3333.4,75.07,3,46.7,Normal,0
426251.2,89.9,9098.9,74.93,6,101.6,Severe,1
194702.7,93.7,6797.3,66.93,4,71.5,Normal,1
22150.3,114.2,880.3,57.8,4,66.4,Normal,0
340562.1,16.7,9754.4,89.29,6,34.5,Severe,0
12229.9,29.9,798.6,84.23,2,21.1,Normal,0
321160.8,99.0,12726.0,66.15,4,87.1,Normal,1
155183.5,119.1,6260.0,56.85,5,79.8,Normal,1
270835.9,57.1,6107.8,79.6,5,50.9,Normal,0
202203.4,52.9,8198.4,77.75,4,45.3,Severe,0
200759.2,102.6,6155.6,63.22,6,73.1,Severe,0
257364.9,66.6,5627.3,79.78,4,71.7,Severe,1
288367.8,75.4,8478.2,73.79,1,83.9,Normal,0
271253.3,43.3,5832.0,88.12,5,48.3,Normal,0
354257.4,14.6,12678.8,100.0,4,44.4,Severe,0
184299.5,116.7,5214.4,56.72,2,101.0,Severe,1
430794.9,27.9,12718.0,77.78,5,69.3,Extreme,1
336822.7,87.1,10554.4,67.14,2,89.0,Normal,1
378599.8,104.6,12830.0,70.06,2,119.5,Severe,1
210615.7,43.0,5792.1,81.4,5,47.6,Normal,0
13492.1,87.0,559.3,68.12,2,54.5,Normal,0
357632.6,105.3,8329.5,59.2,6,94.2,Normal,1
159993.0,81.7,5192.1,91.57,6,61.1,Normal,0
34370.8,93.2,1529.8,62.27,2,63.7,Extreme,1
410252.4,66.5,12146.1,71.27,5,74.2,Extreme,1
75392.1,32.8,1819.5,92.02,3,30.9,Normal,1
397600.4,24.0,13949.3,96.47,6,53.9,Severe,1
69623.2,108.8,2663.5,67.63,4,59.3,Extreme,0
73373.9,91.5,2616.4,70.32,2,68.5,Normal,1
261356.8,41.9,7405.5,91.98,6,46.8,Severe,0
73449.7,114.5,2367.1,51.81,3,80.2,Normal,1
372695.4,19.9,8690.8,91.0,1,55.7,Normal,1
129086.1,72.5,4090.8,62.21,1,60.4,Normal,0
62079.9,38.7,2276.0,83.78,6,18.2,Normal,0
98122.4,78.3,2634.7,67.45,4,45.7,Normal,0
110299.5,118.8,3523.5,66.05,3,89.2,Extreme,1
315828.4,52.0,9317.1,75.35,6,55.3,Normal,0
112629.6,107.8,3467.6,63.37,4,77.2,Severe,1
105372.6,45.8,4251.4,81.35,3,45.7,Normal,0
432529.2,108.7,12013.9,65.97,2,120.0,Severe,1
351093.4,89.9,11484.7,68.12,5,86.1,Extreme,1
370052.3,22.9,9288.6,96.42,6,47.1,Normal,0
60065.4,117.4,1375.3,61.96,6,67.7,Normal,1
358381.7,75.3,11781.4,72.86,4,75.7,Severe,0
410010.5,103.3,12936.2,49.74,4,112.6,Extreme,1
388475.6,20.3,15000.0,78.77,2,66.5,Severe,1
312371.3,50.8,12321.0,85.59,6,57.4,Normal,1
120941.0,34.5,3257.8,89.73,3,27.6,Normal,0
431578.5,49.0,11567.6,86.31,4,83.0,Severe,1
47773.2,110.1,1385.4,63.04,6,67.7,Severe,0
103614.2,8.6,2311.2,97.2,2,22.7,Normal,0
17284.7,100.4,769.7,64.45,3,55.7,Normal,0
112908.3,100.8,4156.0,63.53,5,72.9,Severe,1
351100.2,48.4,11479.5,78.7,1,69.6,Severe,1
30902.0,61.5,951.9,72.1,3,43.7,Normal,0
390981.4,87.2,10067.3,71.7,6,96.4,Extreme,1
183380.8,17.1,5444.4,84.5,1,45.0,Normal,0
290022.2,17.9,9026.3,94.93,1,45.3,Extreme,1
152262.9,63.5,3762.0,76.11,1,71.4,Normal,1
310677.3,21.8,11276.5,90.9,2,55.7,Normal,0
159984.1,61.2,5204.3,86.34,6,50.4,Extreme,1
222679.4,53.5,4533.4,91.86,5,56.8,Normal,0
342834.6,112.6,7174.1,70.15,3,109.2,Extreme,1
406638.6,98.9,9002.2,73.49,3,109.6,Severe,1
178182.6,114.6,7102.7,54.45,1,92.0,Normal,1
102001.4,54.6,2583.6,82.1,3,35.7,Normal,0
356793.7,93.9,8883.3,70.58,3,102.6,Extreme,1
178522.6,68.2,6104.9,78.01,5,58.8,Extreme,0
131956.0,71.9,5071.4,78.12,1,68.4,Extreme,0
407000.3,42.9,9567.3,89.45,3,84.2,Normal,1
29774.6,107.9,892.5,55.98,4,68.2,Normal,1
424936.8,35.3,10820.8,94.87,4,71.0,Severe,1
143293.3,6.3,4859.7,90.57,6,6.2,Extreme,1
346417.5,66.2,12316.2,74.19,1,81.0,Severe,1
305434.3,57.0,7111.5,80.97,3,75.0,Extreme,1
399560.2,39.8,11735.6,87.93,3,67.8,Normal,1
262852.2,31.2,8501.0,95.42,2,55.6,Normal,0
10721.5,46.1,702.5,87.25,2,35.6,Normal,0
152954.5,58.5,5433.2,78.69,6,43.8,Severe,0
209593.7,35.0,4616.3,85.46,4,31.4,Normal,1
51994.8,46.0,1427.7,83.44,2,44.7,Severe,1
297479.1,76.3,9315.3,86.16,5,64.8,Severe,1
320035.7,76.5,12820.8,75.69,4,71.2,Severe,1
414933.8,24.0,11411.7,96.97,3,55.2,Severe,1
230617.0,113.0,9383.2,48.5,3,90.7,Extreme,1
163210.2,116.2,4784.6,59.02,2,90.6,Normal,1
349542.0,41.1,9218.2,86.49,1,81.0,Extreme,1
216544.8,79.7,6623.3,76.44,6,67.3,Normal,0
171603.9,47.9,6331.0,83.63,1,61.3,Normal,0
196173.1,34.2,5910.7,84.34,2,42.8,Normal,0
278060.8,83.6,6030.3,69.67,4,86.0,Extreme,0
168216.1,78.8,4113.5,64.15,4,71.0,Severe,0
235664.4,11.0,7189.9,92.03,3,30.3,Severe,0
228771.6,48.3,5020.5,88.63,5,40.1,Severe,0
179062.9,83.9,4398.8,62.95,3,78.7,Extreme,1
79343.8,51.7,2256.9,89.51,6,24.3,Normal,0
112859.3,66.0,2551.1,75.0,3,56.2,Normal,0
117317.0,42.1,3894.5,86.74,6,16.3,Severe,1
417638.4,29.0,13659.4,79.9,1,70.4,Normal,1
110750.6,84.6,2754.9,65.91,6,56.9,Extreme,0
171757.5,95.5,3854.7,58.68,2,86.6,Normal,1
389478.9,71.6,9214.4,66.64,4,86.5,Extreme,1
43539.3,93.7,1373.8,63.54,4,65.5,Normal,0
84474.6,92.6,3029.2,65.55,3,67.6,Extreme,0
295778.3,93.9,11801.2,67.06,2,91.2,Extreme,1
274823.9,93.2,5981.7,69.87,4,91.5,Severe,1
364274.4,42.6,10007.8,75.47,5,66.6,Normal,0
387868.4,32.9,8010.3,88.7,1,65.0,Normal,1
270511.5,82.2,9887.2,68.13,5,82.7,Severe,1
394803.0,87.9,12580.6,67.21,5,93.3,Normal,1
210509.8,45.6,7294.5,82.4,6,30.3,Extreme,0
312242.5,100.5,10042.0,67.02,3,88.0,Severe,1
91743.5,44.5,2375.5,90.7,5,34.4,Normal,0
309400.9,109.2,6860.9,58.93,4,106.0,Extreme,1
261408.9,25.4,9183.5,86.98,1,58.1,Normal,0
435874.8,90.1,14711.3,67.2,3,105.8,Severe,1
115806.1,71.3,3398.5,80.24,3,60.5,Normal,0
80115.0,18.8,2616.1,95.3,5,9.1,Normal,0
273960.2,14.0,6731.5,93.01,6,35.9,Severe,0
424865.7,33.0,13917.6,87.29,3,79.3,Severe,0
422764.0,49.2,11318.2,91.95,4,84.8,Normal,1
431584.1,14.2,14723.7,85.91,5,56.9,Normal,0
226453.7,49.2,8619.1,80.74,5,38.7,Normal,0
274341.2,88.6,6607.2,71.74,3,87.8,Extreme,1
268644.5,14.4,10841.5,95.71,2,43.5,Normal,0
90835.5,47.0,3117.9,75.25,1,49.4,Normal,0
161942.5,67.7,6151.3,71.77,1,64.6,Normal,1
389752.0,36.4,14049.1,85.05,1,80.3,Extreme,1
54828.0,55.0,2007.9,87.99,4,36.5,Normal,0
299196.5,21.5,11533.5,82.56,4,41.5,Normal,0
325488.9,70.5,8703.8,78.34,4,75.6,Normal,1
154669.9,97.3,5837.5,59.75,2,79.2,Severe,1
107621.9,13.6,2997.4,94.66,4,22.1,Normal,0
144098.6,119.4,5684.9,60.62,4,89.5,Normal,0
186892.7,87.5,4842.3,69.02,2,87.0,Severe,1
84279.6,82.1,3374.2,74.14,6,40.4,Extreme,1
231212.1,73.5,7227.5,72.98,6,60.5,Severe,0
284779.4,40.0,7347.5,92.46,1,61.6,Normal,1
37279.4,71.0,1213.0,71.07,4,46.2,Normal,0
289935.8,32.0,6930.1,89.64,5,48.8,Extreme,0
446459.0,12.2,9500.5,98.81,1,74.3,Extreme,1
378349.1,65.1,9332.8,69.89,6,82.0,Severe,1
426621.1,44.0,15000.0,90.5,5,62.6,Extreme,1
119652.4,21.6,3685.8,93.31,6,4.2,Severe,0
394585.7,18.4,11280.8,97.91,5,43.0,Normal,0
101568.8,66.4,2526.9,82.2,3,43.6,Severe,0
355499.1,115.5,8232.8,53.65,3,109.5,Normal,1
155316.4,97.0,3836.8,73.41,2,70.1,Normal,0
91600.4,12.5,2263.8,86.26,4,20.8,Normal,0
322625.7,70.8,11234.2,73.41,1,87.6,Normal,1
78686.9,112.5,2084.2,56.53,1,75.9,Normal,0
394325.5,39.4,8398.2,90.74,6,65.5,Extreme,1
312198.5,66.2,12219.4,76.71,6,65.3,Severe,1
55379.2,78.7,1450.9,62.55,4,43.8,Normal,1
179551.9,93.1,7179.9,69.09,6,59.1,Extreme,1
404902.7,46.0,9841.9,94.61,5,72.3,Extreme,1
87948.9,117.7,2835.7,66.23,3,86.5,Normal,0
123466.9,65.2,3890.2,76.91,4,56.2,Normal,1
280593.2,99.3,11328.5,59.86,6,87.2,Normal,1
27414.7,39.5,605.9,81.62,5,14.3,Extreme,1
137141.4,71.3,3037.2,66.22,1,57.1,Normal,0
268784.9,105.3,9955.9,57.3,4,100.5,Severe,1
274162.9,36.0,7266.0,75.65,4,50.4,Extreme,0
31383.5,49.3,1249.7,80.33,5,20.3,Normal,0
424644.8,16.8,9156.7,100.0,5,46.1,Severe,1
210645.1,59.9,4648.2,86.4,4,54.1,Normal,0
350865.2,117.6,8393.5,57.04,1,120.0,Severe,1
414383.9,15.8,9703.0,91.06,1,71.1,Extreme,1
228999.4,107.7,5225.7,57.52,3,100.5,Extreme,1
401381.5,81.3,11395.9,72.73,1,96.3,Severe,0
440354.9,29.3,15000.0,83.37,1,77.0,Extreme,1
225929.8,68.2,5705.7,78.15,2,72.9,Severe,1
216501.0,50.7,4987.4,80.33,5,41.3,Severe,0
114775.4,111.4,3749.3,63.66,6,71.1,Normal,1
317089.9,32.6,7607.0,81.14,2,58.8,Normal,0
415657.2,69.4,9371.1,74.73,6,79.4,Severe,1
17819.3,50.4,517.6,88.86,4,27.7,Severe,0
219324.1,21.0,8722.3,92.85,3,45.2,Severe,1
227631.2,38.3,5321.4,96.69,2,50.0,Normal,1
429026.5,43.2,8967.3,88.75,5,61.1,Extreme,0
404288.5,90.9,13653.0,65.8,1,119.7,Extreme,1
116899.1,81.4,4590.5,65.92,4,48.8,Normal,0
354621.8,44.4,8066.0,87.71,3,78.4,Extreme,1
143970.2,105.6,4808.8,62.54,2,91.8,Extreme,1
234636.1,66.5,7955.3,77.08,5,65.3,Normal,0
418620.3,22.6,10038.0,100.0,6,53.1,Normal,0
181569.8,23.1,3990.4,98.06,5,32.8,Normal,0
51800.4,53.1,1502.8,85.7,4,31.7,Extreme,0
60479.1,74.7,2027.5,77.09,4,43.7,Normal,0
282531.2,84.4,8573.8,65.02,4,87.0,Normal,1
171392.8,25.8,5320.6,98.6,5,20.3,Normal,0
48022.6,50.6,2042.4,85.02,1,38.6,Severe,1
432116.0,73.1,15000.0,69.07,6,75.8,Normal,1
243873.8,95.9,8345.6,71.14,3,91.0,Severe,1
193668.1,35.8,6038.3,92.29,1,43.0,Normal,0
321426.7,8.5,6880.8,100.0,4,35.2,Normal,0
203474.0,50.6,4769.0,73.93,3,52.2,Extreme,0
322196.2,99.5,9420.9,74.16,2,110.2,Normal,1
370745.8,18.6,12768.1,100.0,4,44.4,Normal,1
121529.8,28.4,3219.1,92.38,1,37.2,Normal,0
113296.7,96.9,3588.0,72.28,5,68.3,Normal,0
92774.3,79.9,2652.6,70.68,3,55.1,Normal,0
88487.2,33.1,3581.0,81.55,6,9.2,Normal,0
303574.6,115.8,9154.1,58.84,4,102.2,Normal,1
362163.1,57.5,11497.6,79.74,1,80.7,Normal,1
374361.9,77.8,12596.5,80.69,1,102.7,Normal,1
160422.7,23.4,3799.7,83.53,2,34.3,Normal,0
229173.4,10.0,8615.8,90.9,2,32.0,Normal,0
