battery_id,cycle_count,temperature,voltage,current,capacity,internal_resistance,soh,rul
B0002,191,41.11,3.2427,2.0201,1.3355,0.2953,66.77,0
B0002,192,41.79,3.2605,2.0288,1.3375,0.2959,66.88,0
B0002,193,41.01,3.2953,2.0063,1.3434,0.2887,67.17,0
B0002,194,41.9,3.2887,1.989,1.3434,0.3029,67.17,0
B0002,195,41.06,3.2532,1.9957,1.309,0.2966,65.45,0
B0002,196,41.5,3.234,1.9662,1.3345,0.3004,66.73,0
B0002,197,42.08,3.2405,2.0198,1.3156,0.3032,65.78,0
B0002,198,41.42,3.2539,2.014,1.3087,0.3052,65.43,0
B0002,199,43.2,3.2122,2.0238,1.3205,0.3077,66.02,0
B0002,200,42.11,3.2445,1.9545,1.3082,0.3089,65.41,0
B0003,1,31.46,3.7562,2.0044,1.8506,0.0776,92.53,172
B0003,2,31.66,3.7202,1.9811,1.8161,0.0786,90.8,171
B0003,3,31.72,3.6845,2.004,1.8311,0.0791,91.56,170
B0003,4,31.24,3.7317,2.0013,1.8311,0.0799,91.56,169
B0003,5,31.55,3.7207,2.0316,1.8236,0.0873,91.18,168
B0003,6,31.78,3.719,2.0072,1.8207,0.0854,91.03,167
B0003,7,32.17,3.689,2.0114,1.817,0.0861,90.85,166
B0003,8,32.06,3.6817,1.9962,1.8196,0.0869,90.98,165
B0003,9,31.88,3.7433,1.9988,1.8096,0.0883,90.48,164
B0003,10,31.88,3.7423,2.0484,1.8235,0.0916,91.17,163
B0003,11,32.04,3.7339,2.0697,1.7962,0.0919,89.81,162
B0003,12,31.96,3.6971,2.0194,1.806,0.091,90.3,161
B0003,13,32.08,3.6753,1.9975,1.8213,0.0938,91.07,160
B0003,14,32.06,3.7092,1.9574,1.8029,0.0931,90.15,159
B0003,15,32.17,3.7147,2.0335,1.8121,0.09,90.61,158
B0003,16,32.11,3.709,2.0454,1.7929,0.0955,89.64,157
B0003,17,31.8,3.6941,1.9739,1.8056,0.093,90.28,156
B0003,18,31.88,3.6896,1.9676,1.8028,0.0955,90.14,155
B0003,19,32.0,3.7012,1.9631,1.7832,0.0941,89.16,154
B0003,20,32.36,3.7153,2.0211,1.7979,0.097,89.89,153
B0003,21,31.65,3.6909,1.966,1.7987,0.0952,89.93,152
B0003,22,32.56,3.7088,2.0086,1.7908,0.0992,89.54,151
B0003,23,32.61,3.7012,2.0448,1.7883,0.102,89.41,150
B0003,24,32.91,3.6752,2.0465,1.7847,0.1061,89.24,149
B0003,25,32.59,3.6718,2.003,1.7934,0.1063,89.67,148
B0003,26,33.01,3.6829,1.993,1.7888,0.1012,89.44,147
B0003,27,32.33,3.6263,2.0022,1.7772,0.1054,88.86,146
B0003,28,32.94,3.6469,2.0189,1.788,0.1116,89.4,145
B0003,29,32.77,3.6696,1.9852,1.7699,0.1087,88.5,144
B0003,30,33.02,3.6644,2.0405,1.7843,0.1088,89.21,143
B0003,31,32.84,3.6572,1.9406,1.7705,0.1094,88.52,142
B0003,32,33.2,3.6445,2.0289,1.7759,0.112,88.79,141
B0003,33,32.7,3.6671,1.9919,1.7671,0.1079,88.36,140
B0003,34,33.78,3.6334,1.9777,1.7811,0.1157,89.05,139
B0003,35,32.68,3.6481,2.0131,1.7663,0.1096,88.31,138
B0003,36,32.83,3.667,2.0236,1.7676,0.1117,88.38,137
B0003,37,33.28,3.6688,2.0321,1.762,0.117,88.1,136
B0003,38,33.17,3.6756,1.9743,1.7526,0.1083,87.63,135
B0003,39,32.86,3.66,1.9932,1.7647,0.1127,88.23,134
B0003,40,33.66,3.6778,2.0381,1.7596,0.1242,87.98,133
B0003,41,33.13,3.6635,1.9783,1.7574,0.1213,87.87,132
B0003,42,33.48,3.6404,2.0165,1.7557,0.1201,87.79,131
B0003,43,32.9,3.6424,1.9613,1.7431,0.1201,87.16,130
B0003,44,33.4,3.594,1.9849,1.7496,0.1204,87.48,129
B0003,45,33.55,3.6067,1.9947,1.7406,0.1237,87.03,128
B0003,46,33.81,3.6375,2.0169,1.7512,0.1262,87.56,127
B0003,47,33.52,3.6304,2.0348,1.7353,0.1277,86.77,126
B0003,48,33.41,3.6194,2.0055,1.7396,0.1198,86.98,125
B0003,49,33.11,3.6478,1.9582,1.7421,0.1202,87.11,124
B0003,50,33.4,3.6202,2.0549,1.7291,0.1231,86.45,123
B0003,51,33.22,3.6226,2.0225,1.735,0.1237,86.75,122
B0003,52,33.74,3.608,1.9622,1.7407,0.1308,87.04,121
B0003,53,33.12,3.6212,1.9992,1.7218,0.1292,86.09,120
B0003,54,33.69,3.6376,1.9667,1.7311,0.1302,86.56,119
B0003,55,33.51,3.5699,1.9859,1.7225,0.1281,86.12,118
B0003,56,33.72,3.6067,1.9848,1.7115,0.133,85.57,117
B0003,57,33.84,3.6363,2.0085,1.721,0.1264,86.05,116
B0003,58,33.91,3.5872,2.0314,1.7188,0.1352,85.94,115
B0003,59,34.14,3.5993,2.0658,1.7163,0.1345,85.81,114
B0003,60,34.01,3.6095,1.9717,1.7117,0.1349,85.58,113
B0003,61,34.03,3.5856,1.9987,1.7186,0.1395,85.93,112
B0003,62,33.79,3.603,1.9855,1.7118,0.1351,85.59,111
B0003,63,34.4,3.5817,1.9762,1.7026,0.1399,85.13,110
B0003,64,34.36,3.5699,2.0502,1.6844,0.1384,84.22,109
B0003,65,34.88,3.5581,2.0087,1.7007,0.147,85.03,108
B0003,66,34.38,3.5554,1.9974,1.7207,0.1428,86.03,107
B0003,67,34.24,3.5896,2.0408,1.7117,0.1436,85.58,106
B0003,68,34.41,3.5778,2.0771,1.7014,0.1413,85.07,105
B0003,69,34.14,3.6026,2.0277,1.6919,0.1455,84.6,104
B0003,70,34.27,3.5919,1.9843,1.6868,0.1476,84.34,103
B0003,71,34.02,3.5735,1.9998,1.6889,0.1432,84.44,102
B0003,72,34.39,3.5512,1.9574,1.6757,0.1496,83.78,101
B0003,73,34.17,3.6045,1.9704,1.6751,0.1463,83.75,100
B0003,74,34.52,3.5579,2.0116,1.6903,0.1486,84.51,99
B0003,75,34.11,3.5924,1.9549,1.6878,0.1516,84.39,98
B0003,76,35.0,3.565,2.0257,1.681,0.1511,84.05,97
B0003,77,34.98,3.5504,1.9722,1.68,0.1517,84.0,96
B0003,78,34.55,3.5693,2.0519,1.6708,0.1499,83.54,95
B0003,79,34.86,3.5488,1.9624,1.6497,0.1549,82.48,94
B0003,80,34.94,3.5394,1.9921,1.6645,0.1572,83.22,93
B0003,81,35.06,3.5431,2.0281,1.6645,0.1558,83.23,92
B0003,82,35.1,3.5341,2.0031,1.668,0.157,83.4,91
B0003,83,34.97,3.5464,2.0361,1.6552,0.1587,82.76,90
B0003,84,34.46,3.5464,2.0585,1.6657,0.1552,83.29,89
B0003,85,35.25,3.5306,2.0073,1.6442,0.1597,82.21,88
B0003,86,35.38,3.5126,2.005,1.651,0.1564,82.55,87
B0003,87,35.05,3.5472,1.9469,1.6462,0.1601,82.31,86
B0003,88,35.32,3.5262,2.0208,1.6472,0.1569,82.36,85
B0003,89,34.96,3.561,2.0204,1.6547,0.159,82.73,84
B0003,90,34.57,3.5353,1.9558,1.6467,0.1648,82.34,83
B0003,91,35.1,3.5077,1.9722,1.6493,0.1596,82.46,82
B0003,92,35.49,3.5477,1.9981,1.6451,0.1617,82.25,81
B0003,93,35.74,3.5167,2.0159,1.6449,0.1603,82.24,80
B0003,94,35.48,3.5002,1.9282,1.6367,0.166,81.84,79
B0003,95,35.77,3.5343,2.0515,1.6267,0.1654,81.33,78
B0003,96,36.24,3.5242,1.9895,1.6248,0.1714,81.24,77
B0003,97,35.29,3.5109,1.9691,1.6169,0.1673,80.85,76
B0003,98,35.74,3.4743,2.0353,1.6214,0.1671,81.07,75
B0003,99,35.3,3.4947,1.926,1.6352,0.1665,81.76,74
B0003,100,35.9,3.5146,1.9967,1.6071,0.1722,80.36,73
B0003,101,36.4,3.5026,1.9879,1.6239,0.1758,81.2,72
B0003,102,35.73,3.4832,2.0022,1.6086,0.1688,80.43,71
B0003,103,35.98,3.5095,2.0438,1.6043,0.1729,80.21,70
B0003,104,35.63,3.5417,1.9568,1.6073,0.1745,80.36,69
B0003,105,36.5,3.5043,2.0,1.6159,0.1796,80.8,68
B0003,106,35.56,3.5173,2.006,1.601,0.1766,80.05,67
B0003,107,36.1,3.4929,2.0419,1.6026,0.1809,80.13,66
B0003,108,35.46,3.5013,2.03,1.5975,0.1847,79.88,65
B0003,109,36.06,3.5222,1.9944,1.5924,0.1808,79.62,64
B0003,110,36.64,3.5011,1.9836,1.5876,0.1792,79.38,63
B0003,111,36.55,3.5017,2.03,1.5819,0.1838,79.09,62
B0003,112,36.0,3.5149,1.985,1.5735,0.1827,78.67,61
B0003,113,35.03,3.5152,1.9701,1.5721,0.1805,78.61,60
B0003,114,36.44,3.4828,2.0053,1.5761,0.1822,78.8,59
B0003,115,36.24,3.4675,1.9852,1.5775,0.1861,78.87,58
B0003,116,36.24,3.4818,1.9741,1.5834,0.1862,79.17,57
B0003,117,36.97,3.5053,1.9625,1.5535,0.1885,77.68,56
B0003,118,36.39,3.49,2.0108,1.5753,0.1858,78.76,55
B0003,119,36.37,3.4987,1.9724,1.5591,0.1905,77.95,54
B0003,120,36.63,3.4797,1.9353,1.5595,0.1894,77.98,53
B0003,121,36.58,3.4526,1.9617,1.5674,0.1937,78.37,52
B0003,122,37.16,3.4164,1.9964,1.5611,0.1938,78.05,51
B0003,123,36.39,3.4434,1.9921,1.5589,0.1924,77.95,50
B0003,124,36.59,3.4814,1.9928,1.5506,0.1931,77.53,49
B0003,125,37.1,3.4875,2.0446,1.5515,0.193,77.58,48
B0003,126,36.71,3.4456,2.0493,1.5427,0.1936,77.13,47
B0003,127,37.23,3.4662,1.9999,1.5369,0.1961,76.85,46
B0003,128,37.24,3.4293,1.9922,1.5392,0.2013,76.96,45
B0003,129,37.07,3.4693,1.9824,1.5329,0.198,76.65,44
B0003,130,36.6,3.4479,1.9812,1.5408,0.1975,77.04,43
B0003,131,37.07,3.4355,2.0018,1.5241,0.2042,76.2,42
B0003,132,36.92,3.4767,1.9815,1.5221,0.199,76.1,41
B0003,133,36.55,3.385,2.0316,1.5139,0.1993,75.7,40
B0003,134,37.24,3.4564,2.0257,1.5228,0.2041,76.14,39
B0003,135,37.18,3.4442,2.025,1.5246,0.1994,76.23,38
B0003,136,37.35,3.432,2.0249,1.5186,0.1989,75.93,37
B0003,137,37.18,3.4271,2.0238,1.503,0.2068,75.15,36
B0003,138,36.87,3.4434,2.0132,1.5179,0.203,75.9,35
B0003,139,37.89,3.4796,2.0154,1.5163,0.2055,75.81,34
B0003,140,37.22,3.4559,2.0256,1.5146,0.2073,75.73,33
B0003,141,37.73,3.415,1.9938,1.4837,0.2128,74.18,32
B0003,142,37.76,3.3834,1.9898,1.4948,0.2113,74.74,31
B0003,143,37.19,3.3861,1.968,1.4989,0.2165,74.94,30
B0003,144,37.07,3.3921,2.0225,1.4939,0.2137,74.69,29
B0003,145,37.01,3.4067,2.0211,1.4844,0.206,74.22,28
B0003,146,37.72,3.4002,1.9708,1.4902,0.2139,74.51,27
B0003,147,37.65,3.3991,2.0168,1.4654,0.2134,73.27,26
B0003,148,37.95,3.3696,1.9822,1.4763,0.2182,73.82,25
B0003,149,37.05,3.4185,1.9548,1.4818,0.215,74.09,24
B0003,150,38.02,3.3997,1.9971,1.4661,0.2174,73.31,23
B0003,151,37.78,3.4099,1.9962,1.4631,0.2198,73.16,22
B0003,152,38.46,3.3865,1.992,1.4756,0.2229,73.78,21
B0003,153,37.85,3.4103,2.0028,1.4375,0.2198,71.87,20
B0003,154,37.71,3.4254,1.9958,1.4599,0.2194,72.99,19
B0003,155,38.24,3.3469,1.9595,1.4596,0.2232,72.98,18
B0003,156,37.56,3.3672,1.9855,1.4513,0.2252,72.56,17
B0003,157,38.64,3.3911,2.0416,1.4495,0.2223,72.47,16
B0003,158,37.62,3.3569,1.945,1.4429,0.2201,72.15,15
B0003,159,38.58,3.3673,2.024,1.438,0.2256,71.9,14
B0003,160,38.31,3.3688,2.02,1.4459,0.2307,72.29,13
B0003,161,38.02,3.3878,2.0107,1.436,0.2258,71.8,12
B0003,162,38.93,3.3623,2.0318,1.4351,0.2348,71.76,11
B0003,163,38.72,3.3626,1.9817,1.437,0.2347,71.85,10
B0003,164,38.56,3.3598,2.0003,1.4252,0.233,71.26,9
B0003,165,38.57,3.3967,1.994,1.4083,0.2296,70.42,8
B0003,166,38.48,3.3774,2.0545,1.4315,0.2271,71.58,7
B0003,167,38.34,3.3479,2.0372,1.4104,0.2311,70.52,6
B0003,168,38.3,3.389,2.0325,1.4159,0.2327,70.79,5
B0003,169,38.14,3.3567,2.0186,1.4185,0.236,70.92,4
B0003,170,38.66,3.3707,1.9748,1.4031,0.2386,70.15,3
B0003,171,38.88,3.3526,2.0262,1.4078,0.2383,70.39,2
B0003,172,39.24,3.3737,2.0312,1.4026,0.2371,70.13,1
B0003,173,39.07,3.3527,2.0532,1.4031,0.239,70.15,0
B0003,174,38.44,3.3605,2.0004,1.3974,0.2368,69.87,0
B0003,175,38.82,3.3611,1.9975,1.3933,0.2422,69.66,0
B0003,176,38.6,3.3533,1.9566,1.3886,0.2416,69.43,0
B0003,177,39.09,3.3216,1.9938,1.375,0.2446,68.75,0
B0003,178,38.37,3.294,1.9352,1.3899,0.2371,69.5,0
B0003,179,39.02,3.2763,2.0234,1.3773,0.2431,68.86,0
B0003,180,39.11,3.3177,2.0005,1.3771,0.2424,68.85,0
B0003,181,38.89,3.3233,1.9933,1.3659,0.2425,68.3,0
B0003,182,39.28,3.2951,2.0004,1.3686,0.244,68.43,0
B0003,183,38.92,3.3153,1.9911,1.3512,0.2476,67.56,0
B0003,184,39.41,3.3389,2.0426,1.3689,0.2472,68.45,0
B0003,185,38.72,3.3373,1.9835,1.3478,0.2446,67.39,0
B0003,186,39.14,3.2983,1.9496,1.3453,0.2544,67.27,0
B0003,187,39.25,3.3013,1.9804,1.3455,0.2493,67.28,0
B0003,188,39.66,3.3209,2.0517,1.3566,0.2535,67.83,0
B0003,189,39.25,3.3394,1.9919,1.3361,0.2486,66.8,0
B0003,190,39.68,3.2961,2.038,1.3389,0.2556,66.94,0
B0003,191,39.54,3.3327,1.9633,1.3372,0.2562,66.86,0
B0003,192,39.47,3.2961,1.984,1.3361,0.2602,66.81,0
B0003,193,39.31,3.3257,1.9929,1.3456,0.2587,67.28,0
B0003,194,39.67,3.3072,2.0051,1.3293,0.2605,66.47,0
B0003,195,39.94,3.3068,2.0075,1.3289,0.2613,66.44,0
B0003,196,39.84,3.2935,1.9933,1.3125,0.2581,65.63,0
B0003,197,40.03,3.2924,2.0066,1.3294,0.2635,66.47,0
B0003,198,39.54,3.2947,1.9912,1.3057,0.2621,65.28,0
B0003,199,40.2,3.2576,1.9734,1.3022,0.2618,65.11,0
B0003,200,39.53,3.2862,1.981,1.3145,0.2637,65.73,0
B0004,1,31.97,3.768,1.9593,1.8141,0.0686,90.71,178
B0004,2,31.12,3.739,1.9896,1.8289,0.0686,91.44,177
B0004,3,31.44,3.764,2.0332,1.8166,0.0755,90.83,176
B0004,4,31.49,3.7252,2.0445,1.815,0.0706,90.75,175
B0004,5,31.43,3.7327,2.0412,1.8043,0.0771,90.21,174
B0004,6,30.88,3.7378,1.9928,1.8059,0.0762,90.3,173
B0004,7,31.4,3.7828,1.9639,1.8149,0.0747,90.75,172
B0004,8,31.75,3.7136,2.03,1.8048,0.0793,90.24,171
B0004,9,31.58,3.7107,2.0135,1.7939,0.076,89.7,170
B0004,10,31.37,3.7155,1.9928,1.8073,0.0773,90.37,169
B0004,11,32.03,3.721,2.0466,1.8022,0.0846,90.11,168
B0004,12,31.94,3.7033,1.952,1.7875,0.0841,89.38,167
B0004,13,31.25,3.6939,2.0127,1.7962,0.0777,89.81,166
B0004,14,31.96,3.7044,2.0144,1.8002,0.0867,90.01,165
B0004,15,32.53,3.6899,2.0165,1.7944,0.093,89.72,164
B0004,16,31.95,3.7224,2.0212,1.8028,0.0875,90.14,163
B0004,17,31.29,3.6993,2.0027,1.791,0.0882,89.55,162
B0004,18,31.87,3.6942,2.0162,1.7993,0.0887,89.96,161
B0004,19,32.09,3.7241,2.0356,1.7908,0.0883,89.54,160
B0004,20,31.42,3.6835,2.0053,1.7815,0.0891,89.08,159
B0004,21,32.26,3.6928,2.0086,1.7861,0.0958,89.3,158
B0004,22,32.49,3.6702,1.9627,1.7645,0.097,88.22,157
B0004,23,32.24,3.6898,1.9983,1.7716,0.0934,88.58,156
B0004,24,32.05,3.6675,1.974,1.7809,0.0979,89.05,155
B0004,25,32.2,3.6592,2.0038,1.7576,0.0956,87.88,154
B0004,26,31.89,3.6829,1.9899,1.7797,0.0976,88.98,153
B0004,27,32.59,3.6772,1.9923,1.7619,0.0965,88.09,152
B0004,28,32.86,3.684,1.9541,1.7614,0.0982,88.07,151
B0004,29,32.77,3.647,2.0139,1.7773,0.1047,88.87,150
B0004,30,32.59,3.6552,1.9763,1.7505,0.105,87.53,149
B0004,31,32.39,3.6883,1.9366,1.7677,0.1051,88.38,148
B0004,32,32.92,3.6594,1.9644,1.7576,0.1031,87.88,147
B0004,33,32.85,3.6411,1.9982,1.7624,0.1085,88.12,146
B0004,34,32.46,3.6455,1.9702,1.7441,0.1069,87.21,145
B0004,35,33.92,3.6831,2.0102,1.7481,0.1104,87.4,144
B0004,36,32.44,3.6672,2.042,1.7402,0.1072,87.01,143
B0004,37,32.68,3.6512,1.9827,1.7535,0.1085,87.67,142
B0004,38,32.4,3.6449,1.9841,1.7381,0.1194,86.91,141
B0004,39,33.05,3.6112,1.9844,1.7511,0.1144,87.56,140
B0004,40,32.31,3.6485,2.0027,1.7473,0.1079,87.36,139
B0004,41,33.05,3.613,1.9894,1.7432,0.1156,87.16,138
B0004,42,32.84,3.6552,1.9339,1.7364,0.1151,86.82,137
B0004,43,33.25,3.6349,1.9827,1.7413,0.1196,87.07,136
B0004,44,33.52,3.6399,1.9772,1.7236,0.1219,86.18,135
B0004,45,33.16,3.6599,2.0407,1.7166,0.117,85.83,134
B0004,46,33.41,3.6254,1.9931,1.7248,0.1193,86.24,133
B0004,47,32.81,3.6317,1.9628,1.7358,0.122,86.79,132
B0004,48,33.59,3.6105,1.9941,1.7384,0.1262,86.92,131
B0004,49,33.76,3.638,1.9872,1.7395,0.1229,86.98,130
B0004,50,33.83,3.5836,1.9786,1.7378,0.128,86.89,129
B0004,51,33.07,3.6032,1.95,1.7264,0.1265,86.32,128
B0004,52,33.94,3.605,1.9822,1.7327,0.1271,86.63,127
B0004,53,33.39,3.6598,2.0167,1.7068,0.1336,85.34,126
B0004,54,33.97,3.6356,1.9841,1.7041,0.1314,85.2,125
B0004,55,33.2,3.6067,1.9989,1.7185,0.1287,85.92,124
B0004,56,33.99,3.6394,2.0279,1.6941,0.1346,84.7,123
B0004,57,33.7,3.6156,2.014,1.7094,0.1345,85.47,122
B0004,58,34.08,3.6182,1.9845,1.6894,0.1376,84.47,121
B0004,59,34.18,3.5808,2.0119,1.7059,0.1379,85.29,120
B0004,60,34.49,3.6017,2.0213,1.6918,0.137,84.59,119
B0004,61,34.47,3.5789,2.0277,1.6905,0.1389,84.52,118
B0004,62,33.85,3.623,1.9778,1.6958,0.1368,84.79,117
B0004,63,34.2,3.5925,1.9788,1.6936,0.1435,84.68,116
B0004,64,34.17,3.5842,1.9777,1.6927,0.1435,84.63,115
B0004,65,34.57,3.557,2.0174,1.6805,0.1473,84.02,114
B0004,66,34.65,3.5599,2.0137,1.6731,0.1482,83.65,113
B0004,67,34.4,3.5878,2.0435,1.6892,0.1432,84.46,112
B0004,68,34.61,3.5247,2.0168,1.6981,0.149,84.9,111
B0004,69,34.57,3.5787,1.9651,1.6863,0.1522,84.32,110
B0004,70,33.93,3.5785,1.9929,1.6883,0.1478,84.41,109
B0004,71,34.43,3.5633,2.0335,1.6657,0.1533,83.28,108
B0004,72,35.35,3.5867,2.0113,1.6713,0.1567,83.56,107
B0004,73,34.83,3.5772,1.9701,1.6878,0.1526,84.39,106
B0004,74,34.9,3.5552,2.0594,1.6612,0.1555,83.06,105
B0004,75,34.38,3.5585,2.0245,1.6796,0.1537,83.98,104
B0004,76,34.87,3.58,2.0035,1.6776,0.1502,83.88,103
B0004,77,35.55,3.5688,2.0232,1.6679,0.1582,83.4,102
B0004,78,34.97,3.5356,1.9782,1.6647,0.1627,83.23,101
B0004,79,34.48,3.5462,1.9264,1.6496,0.1575,82.48,100
B0004,80,35.22,3.5268,1.9783,1.655,0.1633,82.75,99
B0004,81,35.2,3.5423,2.0298,1.6531,0.1629,82.65,98
B0004,82,35.76,3.5715,2.0626,1.6515,0.1664,82.57,97
B0004,83,36.03,3.4694,2.0237,1.6386,0.1737,81.93,96
B0004,84,35.63,3.547,2.0234,1.6539,0.1662,82.7,95
B0004,85,35.68,3.5483,2.0271,1.646,0.1666,82.3,94
B0004,86,36.12,3.5405,1.9754,1.6276,0.1657,81.38,93
B0004,87,35.69,3.5389,2.0078,1.6398,0.1729,81.99,92
B0004,88,35.31,3.5236,2.0551,1.6361,0.1705,81.81,91
B0004,89,35.24,3.4969,2.0226,1.6139,0.168,80.69,90
B0004,90,35.99,3.5321,2.0357,1.6323,0.1751,81.61,89
B0004,91,35.56,3.4975,1.9874,1.6313,0.1761,81.57,88
B0004,92,35.77,3.5464,2.044,1.6185,0.1754,80.92,87
B0004,93,35.4,3.5221,2.0313,1.635,0.1702,81.75,86
B0004,94,36.38,3.4943,1.9719,1.6309,0.1793,81.55,85
B0004,95,36.14,3.5182,2.0526,1.6224,0.1831,81.12,84
B0004,96,35.93,3.5259,2.0511,1.6173,0.1774,80.87,83
B0004,97,36.19,3.4702,2.0104,1.6126,0.182,80.63,82
B0004,98,36.71,3.4765,2.0475,1.6202,0.1845,81.01,81
B0004,99,36.97,3.4989,2.0209,1.6183,0.1915,80.92,80
B0004,100,36.14,3.5038,1.9889,1.6077,0.1823,80.39,79
B0004,101,36.71,3.4881,1.9919,1.6115,0.1865,80.58,78
B0004,102,36.34,3.4695,1.9926,1.6014,0.1846,80.07,77
B0004,103,37.35,3.4718,2.0309,1.6073,0.1925,80.36,76
B0004,104,35.99,3.4847,2.0244,1.6011,0.1868,80.06,75
B0004,105,36.49,3.4676,2.0432,1.6004,0.1906,80.02,74
B0004,106,36.13,3.4876,1.9551,1.6091,0.1919,80.46,73
B0004,107,36.64,3.5077,1.981,1.5744,0.1915,78.72,72
B0004,108,36.86,3.4931,2.0086,1.5941,0.191,79.71,71
B0004,109,36.8,3.4887,1.9904,1.5818,0.1964,79.09,70
B0004,110,36.86,3.4518,1.9913,1.5897,0.1976,79.49,69
B0004,111,36.82,3.4649,1.9619,1.5725,0.1946,78.62,68
B0004,112,36.9,3.4798,1.9959,1.5806,0.2024,79.03,67
B0004,113,37.58,3.4713,1.9881,1.5681,0.196,78.4,66
B0004,114,37.06,3.474,1.9358,1.5805,0.2009,79.02,65
B0004,115,37.43,3.4546,1.9942,1.5816,0.2043,79.08,64
B0004,116,36.88,3.4962,2.017,1.5688,0.1977,78.44,63
B0004,117,36.69,3.5008,2.0197,1.5736,0.2054,78.68,62
B0004,118,37.48,3.4412,1.9651,1.5524,0.2071,77.62,61
B0004,119,37.04,3.4495,2.0161,1.5639,0.2019,78.2,60
B0004,120,37.31,3.4321,2.0072,1.5559,0.2132,77.8,59
B0004,121,37.89,3.4213,2.0612,1.5635,0.2086,78.17,58
B0004,122,37.27,3.3984,2.0151,1.5507,0.2077,77.54,57
B0004,123,37.34,3.4222,2.0126,1.5421,0.2093,77.11,56
B0004,124,37.68,3.4295,2.0181,1.5373,0.2169,76.86,55
B0004,125,38.34,3.4251,2.0697,1.5345,0.2138,76.72,54
B0004,126,37.25,3.412,1.9726,1.5649,0.215,78.24,53
B0004,127,37.54,3.4471,2.0504,1.5332,0.2135,76.66,52
B0004,128,37.74,3.41,2.0447,1.5395,0.2128,76.98,51
B0004,129,37.04,3.429,1.9735,1.5448,0.2134,77.24,50
B0004,130,38.79,3.4292,2.0731,1.5271,0.2177,76.35,49
B0004,131,37.98,3.3932,2.009,1.5302,0.2199,76.51,48
B0004,132,37.43,3.4121,2.0027,1.5259,0.2234,76.3,47
B0004,133,37.98,3.4527,2.0157,1.5222,0.221,76.11,46
B0004,134,38.33,3.422,2.0226,1.5242,0.2292,76.21,45
B0004,135,38.75,3.4192,2.0087,1.511,0.2325,75.55,44
B0004,136,38.01,3.4207,2.0087,1.5138,0.2204,75.69,43
B0004,137,38.57,3.4439,2.0272,1.523,0.2259,76.15,42
B0004,138,38.31,3.373,2.0394,1.5257,0.2306,76.29,41
B0004,139,38.66,3.3981,2.0096,1.5068,0.2325,75.34,40
B0004,140,38.33,3.3969,2.0485,1.4966,0.2304,74.83,39
B0004,141,38.4,3.3888,1.9852,1.5145,0.2349,75.72,38
B0004,142,38.52,3.4099,2.0202,1.4949,0.2334,74.75,37
B0004,143,38.23,3.3655,2.0075,1.4994,0.2365,74.97,36
B0004,144,38.27,3.3809,1.9844,1.4938,0.2313,74.69,35
B0004,145,38.48,3.4065,2.0233,1.5015,0.2358,75.08,34
B0004,146,38.08,3.37,1.9998,1.4912,0.238,74.56,33
B0004,147,38.51,3.3826,2.0044,1.4904,0.2429,74.52,32
B0004,148,38.86,3.4003,2.0394,1.4918,0.2423,74.59,31
B0004,149,38.83,3.3386,2.0097,1.481,0.2459,74.05,30
B0004,150,39.41,3.3684,2.0053,1.4733,0.2452,73.66,29
B0004,151,38.84,3.3791,2.0273,1.4858,0.2454,74.29,28
B0004,152,39.17,3.3818,2.0374,1.4628,0.2451,73.14,27
B0004,153,39.52,3.3374,2.0102,1.4805,0.2475,74.02,26
B0004,154,39.1,3.3535,1.9944,1.4641,0.2488,73.21,25
B0004,155,39.43,3.3835,2.0319,1.467,0.245,73.35,24
B0004,156,39.13,3.3756,2.013,1.4561,0.2518,72.81,23
B0004,157,39.19,3.3485,1.9787,1.4567,0.2552,72.84,22
B0004,158,38.84,3.311,1.9587,1.453,0.2539,72.65,21
B0004,159,39.34,3.3166,1.9931,1.4607,0.2502,73.03,20
B0004,160,39.6,3.3744,2.0437,1.4474,0.2527,72.37,19
B0004,161,39.92,3.3459,1.9986,1.446,0.2575,72.3,18
B0004,162,39.65,3.3449,2.0757,1.4359,0.2572,71.8,17
B0004,163,40.18,3.338,2.0055,1.4505,0.2585,72.53,16
B0004,164,39.63,3.3243,2.0402,1.4435,0.256,72.17,15
B0004,165,39.87,3.331,1.9522,1.4454,0.2575,72.27,14
B0004,166,39.93,3.3153,2.0043,1.4252,0.2634,71.26,13
B0004,167,40.29,3.3228,2.0272,1.4296,0.2614,71.48,12
B0004,168,40.05,3.3161,2.0146,1.4134,0.2634,70.67,11
B0004,169,40.7,3.3079,1.9936,1.4298,0.2688,71.49,10
B0004,170,40.07,3.3383,1.9724,1.417,0.2715,70.85,9
B0004,171,39.75,3.3446,1.9985,1.4243,0.2675,71.22,8
B0004,172,39.65,3.2704,2.0017,1.424,0.2638,71.2,7
B0004,173,40.02,3.3009,1.963,1.4212,0.268,71.06,6
B0004,174,40.29,3.297,2.0147,1.4176,0.2681,70.88,5
B0004,175,40.53,3.3118,1.9946,1.4016,0.2757,70.08,4
B0004,176,39.98,3.3391,1.9599,1.4,0.2758,70.0,3
B0004,177,40.26,3.3061,1.9809,1.4056,0.2687,70.28,2
B0004,178,40.93,3.2855,1.9574,1.4194,0.2806,70.97,1
B0004,179,40.31,3.2783,1.9731,1.3979,0.2746,69.89,0
B0004,180,40.87,3.3069,2.0363,1.399,0.2797,69.95,0
B0004,181,40.73,3.3123,1.9531,1.3892,0.2807,69.46,0
